Date,Open,High,Low,Close,Adj Close,Volume
2004-01-02,10452.740234375,10527.0302734375,10384.2998046875,10409.849609375,10409.849609375,168890000
2004-01-05,10411.849609375,10544.0703125,10411.849609375,10544.0703125,10544.0703125,221290000
2004-01-06,10543.849609375,10549.1796875,10499.849609375,10538.66015625,10538.66015625,191460000
2004-01-07,10535.4599609375,10539.4599609375,10466.2900390625,10529.0302734375,10529.0302734375,225490000
2004-01-08,10530.0703125,10592.58984375,10530.0703125,10592.4404296875,10592.4404296875,237770000
2004-01-09,10589.25,10589.25,10448.669921875,10458.8896484375,10458.8896484375,223250000
2004-01-12,10461.5498046875,10491.6298828125,10444.150390625,10485.1796875,10485.1796875,197960000
2004-01-13,10485.1796875,10509.849609375,10367.41015625,10427.1796875,10427.1796875,197310000
2004-01-14,10428.669921875,10548.509765625,10428.669921875,10538.3701171875,10538.3701171875,186280000
2004-01-15,10534.51953125,10592.740234375,10477.1796875,10553.849609375,10553.849609375,260090000
2004-01-16,10556.3701171875,10600.740234375,10542.51953125,10600.509765625,10600.509765625,254170000
2004-01-20,10601.400390625,10616.9599609375,10519.490234375,10528.66015625,10528.66015625,224300000
2004-01-21,10522.76953125,10643.5498046875,10490.9599609375,10623.6201171875,10623.6201171875,214920000
2004-01-22,10624.2197265625,10660.8798828125,10607.400390625,10623.1796875,10623.1796875,219720000
2004-01-23,10625.25,10643.48046875,10523.849609375,10568.2900390625,10568.2900390625,234260000
2004-01-26,10568.0,10705.1796875,10561.849609375,10702.509765625,10702.509765625,186170000
2004-01-27,10701.099609375,10701.76953125,10609.919921875,10609.919921875,10609.919921875,206560000
2004-01-28,10610.0703125,10658.4296875,10437.7802734375,10468.3701171875,10468.3701171875,247660000
2004-01-29,10467.41015625,10522.58984375,10417.849609375,10510.2900390625,10510.2900390625,273970000
2004-01-30,10510.2197265625,10510.8095703125,10438.9599609375,10488.0703125,10488.0703125,208990000
2004-02-02,10487.7802734375,10568.9599609375,10434.669921875,10499.1796875,10499.1796875,224800000
2004-02-03,10499.48046875,10528.9599609375,10457.1103515625,10505.1796875,10505.1796875,183810000
2004-02-04,10503.1103515625,10524.2197265625,10447.1796875,10470.740234375,10470.740234375,227760000
2004-02-05,10469.330078125,10522.51953125,10453.5498046875,10495.5498046875,10495.5498046875,187810000
2004-02-06,10494.8896484375,10593.400390625,10464.51953125,10593.0302734375,10593.0302734375,182880000
2004-02-09,10592.0,10618.509765625,10564.4404296875,10579.0302734375,10579.0302734375,160720000
2004-02-10,10578.740234375,10626.66015625,10559.259765625,10613.849609375,10613.849609375,160590000
2004-02-11,10605.48046875,10746.8798828125,10572.58984375,10737.7001953125,10737.7001953125,277850000
2004-02-12,10735.1796875,10735.2900390625,10688.3603515625,10694.0703125,10694.0703125,197560000
2004-02-13,10696.2197265625,10734.6904296875,10604.1396484375,10627.849609375,10627.849609375,244990000
2004-02-17,10628.8798828125,10735.25,10628.740234375,10714.8798828125,10714.8798828125,169730000
2004-02-18,10706.6796875,10720.509765625,10646.9599609375,10671.990234375,10671.990234375,164370000
2004-02-19,10674.58984375,10753.6298828125,10656.58984375,10664.73046875,10664.73046875,219890000
2004-02-20,10666.2900390625,10688.2197265625,10580.66015625,10619.0302734375,10619.0302734375,220560000
2004-02-23,10619.5498046875,10644.9599609375,10560.4404296875,10609.6201171875,10609.6201171875,229950000
2004-02-24,10609.5498046875,10637.1103515625,10521.7001953125,10566.3701171875,10566.3701171875,225670000
2004-02-25,10566.58984375,10615.5595703125,10560.0703125,10601.6201171875,10601.6201171875,192420000
2004-02-26,10598.1396484375,10612.1396484375,10539.330078125,10580.1396484375,10580.1396484375,223230000
2004-02-27,10581.5498046875,10652.3603515625,10563.6298828125,10583.919921875,10583.919921875,200050000
